twitter;iscte iscte iscte iscte iscte;iscte iscte iscte iscte iscte;Wed 05 Dec 2018;22:04
twitter;bonito;bonito;Wed 05 Dec 2018;19:00
twitter;adeus goncalo;adeus goncalo;Wed 05 Dec 2018;18:58
twitter;skjfbsdbf sdkfbdsjfkjdsbfkj dh;skjfbsdbf sdkfbdsjfkjdsbfkj dhfkdshfkhsd dkfhksdhfkdh kashdfkdshfkh kdhfkudsgfk kdshfksdfk;Wed 05 Dec 2018;18:40
twitter;djdjfbjdbfcdkjbfkljsdbgkbfdklb;djdjfbjdbfcdkjbfkljsdbgkbfdklbgkljgkbfdklhgkljbgklfdlhbghfdgiohfdiogoifdnhgodnfkjgnfdkljnkfdnlhgkfhgljklçlj;Wed 05 Dec 2018;18:25
twitter;ola;ola;Wed 05 Dec 2018;17:32
email;ola isto � so um test aten�ao.;ola isto � so um test aten�ao.;Wed 05 Dec 2018;17:30
twitter;No post de teste twitter;No post de teste twitter;Tue 04 Dec 2018;19:49
twitter;Teste nova interface gráfica.;Teste nova interface gráfica.;Tue 04 Dec 2018;19:48
email;javax.mail.internet.MimeMultip;javax.mail.internet.MimeMultipart@49f05cdf;Tue 04 Dec 2018;17:20
email;javax.mail.internet.MimeMultip;javax.mail.internet.MimeMultipart@2ac0aa22;Tue 04 Dec 2018;03:03
email;javax.mail.internet.MimeMultip;javax.mail.internet.MimeMultipart@23d7bb0f;Mon 03 Dec 2018;12:07
email;javax.mail.internet.MimeMultip;javax.mail.internet.MimeMultipart@29978d4c;Fri 30 Nov 2018;16:26
twitter;I added a video to a @YouTube ;I added a video to a @YouTube playlist https://t.co/VTnYO7nJ87 Livro do Mês dezembro 2018 Biblioteca ISCTE-IUL;Fri 30 Nov 2018;14:17
email;javax.mail.internet.MimeMultip;javax.mail.internet.MimeMultipart@7b931815;Fri 30 Nov 2018;08:32
email;javax.mail.internet.MimeMultip;javax.mail.internet.MimeMultipart@ac06bdc;Tue 27 Nov 2018;19:00
email;javax.mail.internet.MimeMultip;javax.mail.internet.MimeMultipart@1b823908;Tue 27 Nov 2018;03:04
twitter;0.6436865040286511;0.6436865040286511;Mon 26 Nov 2018;18:31
email;0.682316273934537;0.682316273934537;Mon 26 Nov 2018;18:31
twitter;0.5152672637013171;0.5152672637013171;Mon 26 Nov 2018;18:31
